GeneInfo	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_008845-RA	957	681	787	912	623	716	701	869	713	624	735	745
Caust.v2_008846-RA	6	1	0	4	2	0	6	1	1	0	0	0
Caust.v2_008846-RB	463	260	389	357	194	372	471	481	230	340	275	601
Caust.v2_008846-RB	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_008850-RA	421	224	255	344	210	275	285	430	368	293	228	347
Caust.v2_008853-RA	433	228	263	423	191	347	528	286	269	407	425	627
Caust.v2_008856-RA	297	311	322	372	428	349	398	420	348	247	404	587
Caust.v2_008849-RA	6	1	3	3	0	5	10	7	4	5	1	6
Caust.v2_020254-RA	5	1	7	7	4	5	4	6	9	11	3	2
Caust.v2_020253-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_022322-RA	19	12	17	11	6	19	10	14	7	16	13	13
Caust.v2_021870-RA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_020665-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018508-RA	78	118	148	149	186	118	75	128	14	70	0	115
Caust.v2_018509-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021118-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002184-RA	196	320	110	391	294	168	148	211	300	203	128	145
Caust.v2_002186-RA	4186	5915	4019	6013	5372	3940	1994	2094	4932	3749	2413	2146
Caust.v2_002187-RA	28	11	13	21	11	13	14	20	20	11	5	18
Caust.v2_002190-RA	919	465	598	688	425	745	1088	976	579	643	611	1514
Caust.v2_002191-RA	2501	1205	1655	2040	1023	1752	1226	2298	1502	1964	1671	1644
Caust.v2_002196-RD	25	18	40	27	14	59	54	82	39	41	29	77
Caust.v2_002196-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002196-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002196-RD	107	92	157	84	61	219	146	203	163	115	111	162
Caust.v2_002196-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002196-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002196-RA	0	0	0	0	0	0	5	0	0	0	0	0
Caust.v2_002197-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002197-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002197-RB	3	0	1	0	0	0	2	0	7	0	0	10
Caust.v2_002185-RA	13	0	11	9	20	1	2	0	13	5	1	0
Caust.v2_002185-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002185-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002185-RD	2086	520	1166	677	1511	609	45	183	938	1027	774	46
Caust.v2_002185-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002185-RD	7	0	9	3	4	1	0	0	3	3	4	0
Caust.v2_002185-RD	0	0	0	0	0	0	0	0	1	0	0	1
Caust.v2_002189-RA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_002189-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002189-RC	0	0	0	1	0	0	0	1	2	0	1	0
Caust.v2_002189-RD	7781	4895	5324	7584	3634	7349	4653	7043	8327	7096	5722	7084
Caust.v2_002189-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002189-RD	33	10	15	31	5	16	27	35	20	14	7	26
Caust.v2_002188-RA	3	4	0	0	2	2	3	1	1	0	1	0
Caust.v2_002203-RA	33	17	18	25	14	14	24	33	24	12	17	26
Caust.v2_002203-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002203-RB	1	0	3	0	0	0	0	4	1	0	0	1
Caust.v2_002217-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002217-RB	1	0	3	1	2	4	0	1	2	1	0	0
Caust.v2_002217-RB	125	111	150	132	111	127	167	191	127	116	97	142
Caust.v2_002217-RA	0	0	2	1	1	0	0	2	0	0	0	0
Caust.v2_002217-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002208-RA	7	1	3	1	5	2	1	2	1	1	0	1
Caust.v2_002215-RA	0	3	1	0	3	1	2	1	6	1	2	0
Caust.v2_002210-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002199-RA	1	0	1	0	0	0	0	2	2	1	0	8
Caust.v2_002209-RA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_002220-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002220-RA	1521	956	1139	1517	879	1120	1004	1462	1315	1112	1014	1047
Caust.v2_002220-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002222-RA	708	466	606	792	483	783	895	1063	608	581	515	1387
Caust.v2_002224-RA	4	5	5	14	12	8	2	7	8	18	2	3
Caust.v2_002225-RA	9	4	12	14	7	21	13	9	18	13	4	4
Caust.v2_002226-RA	7	9	4	13	4	13	4	1	13	7	8	6
Caust.v2_002227-RA	5	10	12	7	4	9	2	6	15	0	4	0
Caust.v2_002229-RA	0	138	0	3	3	0	0	1	1	2	1	4
Caust.v2_002233-RA	1607	911	1269	1138	884	1152	1511	1726	985	1224	877	1708
Caust.v2_002193-RA	438	431	377	433	315	730	284	419	541	534	380	408
Caust.v2_002194-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002195-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002195-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002195-RA	245	210	352	287	164	304	205	319	274	226	211	239
Caust.v2_002195-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002195-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002198-RA	0	2	1	0	0	2	1	2	0	0	0	0
Caust.v2_002202-RA	600	410	560	351	318	433	584	625	418	398	453	708
Caust.v2_002204-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002205-RA	9	5	8	6	10	5	18	14	8	11	7	6
Caust.v2_002206-RA	39	121	104	43	33	82	42	80	122	26	30	82
Caust.v2_002207-RA	234	136	169	187	188	122	58	143	182	145	187	74
Caust.v2_002211-RA	2147	2246	2068	2203	1942	1781	1872	2105	1725	1675	1668	2194
Caust.v2_002212-RA	5926	4432	5283	4943	6082	2934	2114	2483	4603	3403	4120	2476
Caust.v2_002216-RA	407	157	343	311	155	275	182	359	226	242	746	248
Caust.v2_002221-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002223-RD	564	462	811	877	975	483	206	417	925	664	622	294
Caust.v2_002223-RA	4	1	2	0	2	2	0	0	0	0	2	0
Caust.v2_002223-RB	1	1	0	10	8	3	1	3	5	1	0	0
Caust.v2_002223-RC	890	775	864	1585	1115	519	323	270	862	660	736	255
Caust.v2_002223-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002223-RC	6	10	16	14	36	5	9	8	14	6	17	3
Caust.v2_002228-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002230-RA	0	0	1	0	0	0	6	1	3	1	2	1
Caust.v2_002231-RA	0	3	2	3	0	0	6	2	3	1	11	10
Caust.v2_002231-RB	1130	661	881	806	421	1162	1516	1729	776	781	747	1739
Caust.v2_002232-RA	521	186	299	359	99	712	716	816	325	302	295	1093
Caust.v2_002234-RA	8	11	2	6	8	2	7	6	3	3	10	6
Caust.v2_002219-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002218-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002201-RA	20	18	15	15	3	24	31	35	12	17	12	47
Caust.v2_002213-RA	6	4	5	1	10	2	0	0	2	1	2	1
Caust.v2_002214-RA	13	12	9	13	5	11	10	21	10	11	12	8
Caust.v2_002192-RA	40	23	15	30	14	28	56	80	25	49	23	57
Caust.v2_002236-RA	127	112	113	147	125	90	87	134	114	109	136	116
Caust.v2_002200-RA	0	0	0	0	0	0	0	0	1	0	1	0
Caust.v2_002235-RA	35	56	33	47	41	17	28	54	35	29	35	43
Caust.v2_002237-RA	276	271	233	264	230	171	166	251	200	119	279	269
Caust.v2_002238-RA	884	1840	1546	1820	1031	1806	423	1960	6768	2528	2869	860
Caust.v2_002240-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002243-RA	1591	1173	1341	1445	1148	1362	1377	1447	1432	1220	1347	1390
Caust.v2_002245-RA	4497	4231	4186	4775	4066	6145	3955	5688	5900	3907	4958	5899
Caust.v2_002246-RA	209	184	230	207	203	153	114	186	145	192	128	129
Caust.v2_002248-RA	4	2	11	5	5	4	4	6	1	4	5	2
Caust.v2_002250-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002251-RA	1	6	0	0	1	1	4	5	1	0	4	0
Caust.v2_002254-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002255-RA	206	360	379	558	270	237	154	253	294	382	283	204
Caust.v2_002260-RA	426	367	469	409	352	416	464	509	369	315	386	571
Caust.v2_002262-RA	1461	1135	1525	1417	1068	1409	1482	1551	1145	1216	1163	1892
Caust.v2_002239-RA	81	128	149	148	127	99	63	75	234	129	253	72
Caust.v2_002241-RA	352	103	193	200	97	356	1114	801	178	241	193	1222
Caust.v2_002242-RA	0	1	0	0	1	2	3	2	1	4	1	3
Caust.v2_002244-RA	4973	3519	4493	5252	4133	5068	4328	6471	5241	4263	4536	5625
Caust.v2_002247-RA	695	533	687	649	491	638	566	741	570	559	476	512
Caust.v2_002249-RF	553	476	468	586	361	647	691	729	474	509	514	1099
Caust.v2_002249-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002249-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002249-RB	1497	2063	1533	2669	1870	2028	2187	2890	1826	1911	2027	2841
Caust.v2_002249-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002249-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002249-RB	78	60	63	80	53	95	100	103	58	75	47	130
Caust.v2_002249-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002252-RA	3158	1980	3568	2426	2319	2290	1972	2686	2736	2138	2253	2298
Caust.v2_002253-RA	102	103	146	200	137	81	59	130	101	164	94	82
Caust.v2_002257-RA	207	756	637	1582	542	285	213	409	399	555	456	270
Caust.v2_002259-RA	313	191	212	288	168	270	353	407	262	181	220	563
Caust.v2_002261-RA	568	388	568	434	394	529	421	602	611	355	357	484
Caust.v2_002263-RA	10	4	10	2	5	4	3	10	10	7	3	2
Caust.v2_002258-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002256-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002264-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002264-RA	40	22	22	15	18	20	29	21	12	18	21	35
Caust.v2_002264-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002264-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002264-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002266-RA	914	647	1036	776	667	842	712	816	827	674	653	789
Caust.v2_002269-RA	21	39	16	37	13	10	3	18	29	21	30	8
Caust.v2_002272-RA	447	195	396	388	155	459	992	813	249	384	353	1154
Caust.v2_002277-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002277-RA	697	567	645	653	509	544	721	736	596	542	509	656
Caust.v2_002277-RB	43	22	40	38	17	26	22	53	29	21	28	26
Caust.v2_002278-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002278-RB	282	167	276	205	160	226	159	192	188	219	166	149
Caust.v2_002278-RA	0	0	0	0	0	0	0	0	1	0	3	3
Caust.v2_002280-RA	4097	3019	4145	4873	3234	3466	3698	4796	3364	3361	3499	4814
Caust.v2_002282-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RC	221	239	301	311	256	221	211	253	267	238	196	209
Caust.v2_002282-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002282-RF	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002287-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002288-RA	53	49	19	32	21	32	26	39	25	37	27	45
Caust.v2_002289-RA	205	89	165	107	130	182	140	195	152	121	136	190
Caust.v2_002290-RA	532	324	526	508	376	677	614	633	558	386	438	805
Caust.v2_002292-RA	5138	1442	3359	3256	3915	1237	765	2700	1872	1580	3214	2039
Caust.v2_002294-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002265-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002267-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002268-RA	3893	4403	3535	4625	3896	2090	1450	3052	3365	2802	3597	1794
Caust.v2_002270-RA	217	187	149	290	194	93	70	139	311	178	130	50
Caust.v2_002273-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002274-RA	208	163	121	281	39	30	49	334	325	100	195	184
Caust.v2_002275-RA	805	667	731	467	715	811	240	447	605	514	439	289
Caust.v2_002276-RA	1169	1099	1202	1446	963	863	1164	1408	1074	1112	1093	1616
Caust.v2_002281-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RG	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RE	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RD	808	673	812	619	714	659	399	633	778	698	520	613
Caust.v2_002283-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RA	2	2	1	2	2	4	2	0	2	2	0	2
Caust.v2_002283-RA	165	90	127	66	75	159	114	164	124	93	91	154
Caust.v2_002283-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002283-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002286-RA	54	43	54	43	31	51	76	77	40	51	49	60
Caust.v2_002291-RA	1106	420	752	743	478	955	1628	1597	605	638	749	2415
Caust.v2_002293-RA	655	258	441	401	265	500	641	727	329	471	343	926
Caust.v2_002285-RA	14	10	10	5	8	20	8	22	10	10	10	25
Caust.v2_002284-RA	0	2	0	0	2	0	0	0	2	3	0	0
Caust.v2_002271-RA	116	89	81	169	106	41	35	95	161	90	79	33
Caust.v2_002279-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002296-RA	148	97	106	166	79	88	110	198	150	132	115	150
Caust.v2_002297-RA	2805	1702	1799	2800	1266	1867	2125	3032	2065	1849	2133	2494
Caust.v2_002299-RA	365	267	344	375	220	274	432	517	263	317	302	412
Caust.v2_002300-RA	12	13	14	5	6	20	12	14	4	6	18	24
Caust.v2_002301-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002305-RA	20	44	79	120	94	53	13	57	52	58	71	14
Caust.v2_002308-RA	15	35	15	65	28	26	25	25	34	35	20	25
Caust.v2_002311-RA	42	26	49	70	40	66	19	81	81	43	48	18
Caust.v2_002312-RA	635	14647	7254	22728	22739	9669	7153	15846	11697	14866	15577	6196
Caust.v2_002314-RA	413	1539	747	2768	694	915	811	2433	1052	1937	999	608
Caust.v2_002318-RA	380	644	357	714	291	970	888	757	1101	667	560	699
Caust.v2_002321-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002322-RA	301	231	285	257	215	282	221	320	205	220	197	219
Caust.v2_002323-RA	1764	1352	1672	1675	1319	1569	1460	1782	1598	1472	1276	2044
Caust.v2_002329-RA	5080	3970	4000	5129	4037	3639	3211	4416	3706	4227	3951	4444
Caust.v2_002332-RA	27	42	26	24	28	20	40	28	32	33	32	106
Caust.v2_002302-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002306-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002307-RA	536	805	777	834	560	427	344	429	427	554	571	306
Caust.v2_002309-RA	1	1	3	3	2	2	4	10	8	2	4	0
Caust.v2_002309-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002309-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002309-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002309-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002309-RC	6766	9460	7875	7770	13393	14329	3478	6721	12162	8804	5009	3815
Caust.v2_002309-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002309-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002310-RA	32	52	37	54	37	73	31	81	105	55	72	48
Caust.v2_002313-RA	1025	1077	1193	1660	1159	951	578	625	935	1229	883	805
Caust.v2_002315-RA	5	8	3	9	7	3	17	5	5	2	8	4
Caust.v2_002316-RA	59	122	74	118	74	152	105	180	148	206	102	81
Caust.v2_002317-RA	1346	1096	1180	1558	918	1369	1501	1673	1223	1317	1218	1572
Caust.v2_002319-RA	0	0	0	0	2	0	0	0	0	0	0	0
Caust.v2_002320-RA	2304	1610	2248	2114	1846	2083	1957	2625	2093	1706	1603	2159
Caust.v2_002324-RA	17	23	14	37	13	11	21	8	14	18	28	38
Caust.v2_002326-RA	1045	702	906	913	660	962	1031	1223	769	846	775	1731
Caust.v2_002327-RA	62	36	41	55	47	34	34	46	46	42	51	26
Caust.v2_002331-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002331-RB	2279	2114	2280	2397	1859	1911	1767	2313	1964	1673	2273	1851
Caust.v2_002331-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002303-RA	0	0	0	6	5	0	0	1	2	4	1	0
Caust.v2_002328-RA	12	2	8	6	9	4	3	5	14	8	2	5
Caust.v2_002295-RA	0	0	0	0	0	0	2	4	1	4	1	2
Caust.v2_002325-RA	0	1	0	2	0	0	0	0	0	1	1	3
Caust.v2_002298-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002330-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_002304-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014349-RA	3667	3797	3787	6160	3455	4436	2605	5595	6910	3807	4943	2345
Caust.v2_014349-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014349-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014350-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014351-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014351-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_014351-RC	1	0	0	0	2	0	2	0	0	0	0	0
Caust.v2_014351-RB	65	44	77	40	52	60	25	34	77	49	44	28
Caust.v2_014351-RB	4	3	1	3	5	3	0	3	7	0	8	0
Caust.v2_014351-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014351-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014351-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014351-RB	18	4	9	9	5	11	5	2	9	8	4	3
Caust.v2_022734-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020282-RA	102	115	101	140	70	69	43	68	125	65	115	155
Caust.v2_020281-RA	9	9	12	6	5	7	10	8	6	4	13	10
Caust.v2_020480-RA	3	0	3	0	3	1	4	1	2	0	2	4
Caust.v2_020479-RA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_018391-RA	45	61	41	44	43	33	27	29	44	30	65	37
Caust.v2_018392-RA	1757	1959	2232	1999	1283	1307	2389	2039	1861	1506	1981	2185
Caust.v2_018390-RA	0	0	1	0	3	0	1	1	1	1	1	0
Caust.v2_018393-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016110-RA	1015	571	796	241	435	1121	43	335	925	278	640	71
Caust.v2_016113-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016113-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016113-RC	390	429	561	583	379	500	162	505	634	664	355	113
Caust.v2_016113-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016113-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016109-RA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_016112-RA	0	0	3	1	0	4	0	2	1	0	0	0
Caust.v2_016111-RA	2	0	0	0	1	2	0	0	2	2	0	0
Caust.v2_019206-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019207-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019205-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020303-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020302-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018913-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018912-RA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018914-RA	1	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_022646-RA	0	1	0	0	3	0	0	0	2	0	0	0
Caust.v2_022060-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020821-RA	1	0	2	0	0	0	0	3	0	0	0	0
Caust.v2_021442-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021279-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020605-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022579-RA	1429	843	931	1580	700	451	419	818	1164	1081	1069	154
Caust.v2_015214-RA	173	83	166	98	106	141	116	107	47	22	109	104
Caust.v2_015216-RA	332	234	215	225	120	238	394	438	214	206	236	506
Caust.v2_015218-RA	29	17	19	32	23	30	24	26	19	39	37	40
Caust.v2_015215-RA	2	8	2	1	0	3	0	2	2	3	0	1
Caust.v2_015217-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015219-RA	237	263	147	267	149	192	265	394	214	213	192	426
Caust.v2_015220-RA	2	0	1	3	1	0	0	0	1	1	2	1
Caust.v2_015221-RA	1	2	0	0	0	0	2	1	1	1	6	2
Caust.v2_021512-RA	0	275	0	1	1	0	0	0	0	0	0	368
Caust.v2_021001-RA	0	0	0	0	0	0	2	1	0	0	0	0
Caust.v2_022576-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021207-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_021404-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021679-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014545-RA	73	32	64	28	45	24	14	28	38	6	4	9
Caust.v2_014547-RA	121	81	205	135	140	74	35	82	87	71	71	33
Caust.v2_014549-RA	0	1	0	5	1	2	0	0	2	0	1	0
Caust.v2_014550-RA	17	5	8	6	10	4	2	6	3	10	12	0
Caust.v2_014552-RB	3	1	3	1	0	4	1	2	1	2	5	0
Caust.v2_014552-RB	365	149	421	126	117	464	151	215	783	194	428	151
Caust.v2_014552-RB	4	0	0	0	0	1	0	7	6	0	8	1
Caust.v2_014552-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014552-RC	0	0	1	1	2	0	0	0	0	0	0	0
Caust.v2_014551-RA	0	2	1	2	1	2	0	1	1	0	3	0
Caust.v2_014553-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014554-RA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014555-RA	0	1	0	0	0	0	0	0	0	0	0	1
Caust.v2_014556-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014546-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014548-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021661-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020360-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020359-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021865-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013913-RA	73	73	50	86	80	45	63	89	51	82	122	82
Caust.v2_013915-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013915-RB	380	245	561	281	374	597	158	212	829	189	406	329
Caust.v2_013915-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013919-RA	1451	2269	1298	1440	1650	1315	518	655	1424	1065	1279	567
Caust.v2_013912-RA	0	22	0	32	1	14	0	30	0	1	0	15
Caust.v2_013914-RA	595	314	477	957	974	113	195	130	412	236	380	278
Caust.v2_013916-RA	1748	1827	1426	2079	1415	1463	735	943	2052	1511	1828	824
Caust.v2_013917-RA	0	0	5	2	5	1	4	4	3	0	2	0
Caust.v2_013920-RA	1	2	0	0	0	0	0	0	0	0	0	0
Caust.v2_013911-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013918-RA	0	2	0	0	0	0	0	1	2	0	0	0
Caust.v2_021393-RA	16	26	15	8	21	9	6	20	10	0	26	10
Caust.v2_021394-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021881-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021514-RA	0	0	1	0	2	0	0	0	0	0	1	0
Caust.v2_021868-RA	0	1	0	0	0	0	0	0	0	2	0	0
Caust.v2_017059-RA	83	107	147	143	116	116	92	126	136	106	153	124
Caust.v2_017060-RA	938	773	767	1252	494	1141	1427	1498	865	831	917	1973
Caust.v2_017061-RA	2	1	1	7	1	6	4	2	65	1	2	1
Caust.v2_017063-RA	0	0	0	1	0	1	0	2	2	0	0	0
Caust.v2_017062-RA	0	0	1	0	1	0	0	0	3	0	0	0
Caust.v2_021131-RA	4	11	7	15	3	2	2	6	8	11	4	0
Caust.v2_021173-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021853-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008361-RA	26	16	14	15	26	20	4	6	11	13	10	11
Caust.v2_008362-RA	541	398	596	443	367	539	657	741	479	434	543	817
Caust.v2_008364-RA	147	47	79	78	29	87	113	119	68	95	43	119
Caust.v2_008366-RA	638	337	491	516	261	552	748	798	424	441	422	1042
Caust.v2_008363-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008365-RA	1014	629	776	809	596	828	1071	1261	702	699	744	1333
Caust.v2_008367-RA	1048	887	1011	1065	826	1093	1066	1291	843	866	818	1610
Caust.v2_008368-RA	302	137	216	208	130	214	147	251	150	148	132	184
Caust.v2_008371-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008371-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008371-RB	0	0	1	0	0	1	1	1	0	0	2	0
Caust.v2_008371-RB	0	0	0	0	0	0	0	0	0	0	0	0
