GeneInfo	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_020865175.1	4331	3655	3948	2931	3298	4408	3662	3189	3833	3109	3170	3490
XM_003392972.2	91	64	35	34	33	41	36	30	52	53	29	23
XM_012321191.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321215.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321201.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392974.3	26	10	6	14	11	3	13	4	11	17	9	9
XM_012321234.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321227.2	7	9	5	7	4	2	3	4	1	10	6	2
XM_012321238.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865308.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321286.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321294.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863349.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864049.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864292.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863808.1	6	10	7	10	5	12	5	5	10	5	5	10
XM_012321307.2	147	161	133	157	111	149	175	155	132	145	98	90
XM_020866664.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321271.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392977.3	99	90	52	81	70	93	94	59	86	74	42	54
XM_003392978.3	129	70	66	57	92	77	121	87	95	72	56	70
XM_003392980.3	392	477	246	322	296	340	281	208	263	247	270	291
XM_012321249.2	1773	2109	1274	1673	1364	1612	1785	1403	1546	1308	1283	1192
XM_003392983.3	745	669	646	613	472	567	683	575	480	382	438	463
XM_012321331.2	10422	10832	8547	5617	9423	6433	5679	10211	8963	3069	4058	6430
XM_003392982.3	1770	969	1056	833	1278	900	1236	1415	1176	487	542	781
XM_012321342.2	215	161	135	154	201	162	187	219	106	49	106	148
XM_020867710.1	47	43	40	19	10	15	22	16	36	18	18	10
XM_012307684.2	2	2	2	9	1	0	1	0	2	3	0	3
XM_012307681.2	2	0	0	1	1	1	1	1	1	1	1	1
XM_020868214.1	2	0	0	0	1	0	1	5	2	1	0	1
XM_003392984.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868348.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868326.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308984.1	16	23	11	13	17	16	19	20	15	9	12	11
XM_020868376.1	242	218	175	137	175	165	229	163	166	218	102	134
XM_012321369.2	306	284	184	193	178	176	260	183	220	276	113	130
XM_003392985.3	3285	4090	3028	2405	2655	2477	3739	3022	3238	1413	1304	1961
XM_003392986.3	2185	2941	2006	2614	1667	2062	2399	2232	1961	1640	1809	1786
XM_020868575.1	66	71	77	92	71	53	119	89	79	67	61	67
XM_012307715.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392988.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392987.3	1566	1561	2137	1749	1126	1276	1822	1794	1208	1107	1065	1211
XM_012307749.2	802	808	826	825	660	576	882	679	606	672	525	632
XM_020862651.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307739.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392990.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307735.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392992.3	811	941	783	702	699	740	785	772	732	682	621	653
XM_012307900.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307904.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307898.2	0	3	2	0	0	1	0	0	0	3	0	3
XM_012307922.2	0	3	0	0	2	0	2	3	1	0	0	2
XM_020863104.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307893.2	0	0	0	2	0	0	0	0	0	0	0	0
XM_020863132.1	22	22	14	5	6	18	8	12	12	4	11	10
XM_020862929.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862897.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862916.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862850.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862876.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862950.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862749.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307927.2	2	2	2	1	0	0	1	1	3	2	0	3
XM_012307813.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307824.2	11	10	11	8	14	9	17	18	6	1	4	5
XM_012307819.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307798.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307804.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863024.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863046.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862969.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862999.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002307758.1	759	753	640	546	495	562	826	462	603	504	342	548
XM_012307772.2	7	10	12	14	26	13	28	11	13	10	9	16
XM_003392994.3	23	10	9	6	21	5	18	16	24	4	3	12
XM_003392996.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392997.3	0	1	0	0	0	1	0	0	0	0	0	0
XM_012307791.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392999.3	43	72	41	38	38	34	23	21	37	65	15	39
XM_012307941.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307948.2	5	5	2	2	2	2	5	5	3	1	5	2
XM_003393000.2	419	557	418	382	411	578	536	323	328	426	573	430
XM_012307970.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307964.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012307977.2	0	0	1	0	0	0	1	0	0	0	1	0
XM_012307985.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393003.3	819	1011	699	676	644	832	910	673	553	694	570	579
XM_003393005.3	4798	6024	4916	5083	4073	5008	5573	4277	4371	4143	3756	3922
XM_003393007.3	256	273	235	281	269	254	287	242	252	166	203	197
XR_001098642.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308002.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308106.2	5587	5489	4652	4459	4520	5421	5707	4510	4341	4369	4000	3997
XM_012308092.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308082.2	3	2	3	3	2	2	3	0	3	3	9	3
XM_012308099.2	1	0	2	6	4	5	3	1	2	5	1	4
XM_012308074.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308064.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308049.2	964	772	818	757	726	692	1170	738	697	719	536	559
XM_003393010.3	6	21	16	17	10	7	13	14	10	9	10	13
XM_020862762.1	0	0	1	0	0	0	0	0	0	0	0	0
XM_012308031.2	12	13	24	16	13	7	17	6	9	4	9	12
XM_012308019.2	5	0	1	4	0	1	3	0	3	0	1	0
XM_012308025.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862780.1	0	0	0	1	0	0	0	0	0	0	0	1
XM_020862775.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308125.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393011.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393013.3	12	23	27	31	15	28	61	20	27	12	20	16
XM_003393012.3	248	259	304	371	255	485	741	298	151	156	313	246
XM_012308151.2	1407	1842	1618	1425	1244	1484	1767	1406	1048	1416	1177	1237
XM_020862805.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393016.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308202.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308166.2	13	9	4	9	4	7	6	3	4	6	4	5
XM_003393014.3	1141	960	1008	1014	772	973	1219	1045	800	859	708	767
XM_003393017.3	320	483	380	295	321	318	379	280	317	347	171	325
XM_020862821.1	281	293	243	251	254	244	295	230	204	304	228	188
XM_003393019.3	1172	1081	1067	978	938	874	1092	973	878	817	649	853
XM_003393022.3	9102	9305	7506	9035	7046	7816	9579	6700	8723	8461	6614	6697
XM_003393021.3	8434	8724	7138	7153	6613	7729	10559	6900	6247	5604	5517	5873
XM_003393020.3	64	43	60	47	52	61	69	45	64	36	39	29
XM_012308253.2	19	6	13	11	12	8	12	8	7	7	3	6
XM_012308297.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308329.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308313.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308272.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862845.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308318.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308280.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862856.1	3	2	11	3	1	1	3	3	5	3	2	1
XM_012308288.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393023.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308353.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308351.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308339.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308352.2	3	1	5	3	0	1	5	0	0	1	5	4
XM_012308363.2	26	32	40	18	19	15	21	30	21	25	12	25
XM_003393025.3	534	885	592	520	482	642	700	541	534	628	544	532
XM_003393027.3	724	647	563	554	494	522	776	534	518	541	374	489
XM_003393028.3	871	830	852	802	596	660	820	699	583	630	521	642
XM_003393029.3	305	302	238	241	250	290	359	224	193	273	252	227
XM_012308433.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308408.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865085.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863458.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308466.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393032.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393030.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863463.1	199	175	202	175	158	139	194	183	164	174	139	121
XM_012308580.2	1	0	0	0	0	0	0	0	0	0	0	0
XR_002307764.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863439.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308560.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308563.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393035.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393036.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393038.3	371	317	297	267	241	306	307	281	306	236	189	242
XM_020863450.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863455.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308533.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393039.3	1825	1532	1565	1232	1139	1286	1762	1290	1175	1437	1117	1083
XM_003393041.3	612	600	534	571	405	470	608	469	405	534	433	432
XM_003393042.3	162	186	134	145	156	113	151	124	93	134	114	108
XM_020864195.1	0	2	5	3	3	0	1	2	0	2	1	5
XM_020864189.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393045.3	0	0	1	0	0	1	0	0	0	2	0	0
XM_003393044.3	22	9	8	12	12	10	14	13	11	9	1	1
XM_020864192.1	902	862	977	744	713	678	760	698	626	781	593	670
XM_003393049.3	619	720	648	611	507	588	708	632	529	590	467	489
XM_012308652.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308659.2	6	6	12	11	5	1	16	11	8	4	7	4
XM_012308673.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308643.2	1158	2160	1083	1630	1192	1393	1128	1280	1272	978	1221	1135
XM_003393050.3	21878	17772	20489	11125	18028	13646	15873	17355	17658	22207	9867	13227
XM_012308682.2	1288	2300	1955	1851	1180	1071	1472	1505	2024	758	733	1247
XM_012308698.2	198	153	155	140	114	106	176	118	151	204	84	91
XM_012308770.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308749.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308757.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308764.2	8	1	6	7	3	6	6	4	0	4	6	3
XM_003393058.3	1081	1507	962	956	861	935	927	838	868	809	649	830
XM_003393056.3	16	14	4	7	6	8	4	6	15	13	4	4
XM_012308732.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308718.2	0	1	1	0	0	0	0	0	0	1	0	0
XM_012308710.2	11	14	4	21	14	9	11	13	5	6	10	11
XM_020864170.1	4	9	7	9	11	2	16	6	5	7	3	2
XM_003393063.3	1	1	1	5	0	5	0	2	3	0	6	0
XM_003393062.3	1	0	0	0	0	2	4	1	0	1	0	2
XM_012308798.2	0	0	0	0	0	0	0	1	0	0	0	0
XM_012308795.2	0	1	0	1	0	0	0	0	0	0	0	0
XM_003393065.3	91	116	97	84	73	82	96	78	91	92	76	64
XM_020862707.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308847.2	824	880	742	802	702	746	949	916	802	631	643	643
XM_003393066.3	81	211	100	133	160	121	214	194	270	87	78	164
LOC105665762	7	6	5	8	23	7	9	19	33	5	6	9
LOC100643752	62	34	45	75	89	50	88	95	97	49	19	35
XM_003393067.3	23	22	19	21	31	21	63	44	25	8	11	29
XM_020868667.1	22	30	22	15	19	27	23	18	22	21	17	21
XM_012308893.2	5	17	15	6	8	9	18	4	5	9	7	3
XM_020862722.1	33	89	120	119	42	48	88	42	41	50	37	62
XR_001098740.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308911.2	1	3	3	15	2	2	2	3	1	0	0	8
XM_012308916.2	0	0	0	0	0	1	0	0	0	0	0	1
XM_020862718.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393068.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308905.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308928.2	106	127	143	123	101	90	166	110	84	146	73	85
XM_012308936.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308949.2	3	0	0	0	1	0	0	1	0	0	3	1
XM_012308943.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393071.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308965.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308960.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308955.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308978.2	187	231	225	219	152	150	209	130	137	171	149	102
XR_002307676.1	0	2	0	3	2	1	7	3	1	2	4	4
XM_012308987.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393073.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012308992.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309003.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309008.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308112.1	204	332	247	230	138	154	270	195	164	196	136	210
XM_020865035.1	918	1111	920	834	772	832	1137	679	725	922	809	826
XM_012309026.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309033.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393075.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865031.1	1265	1024	1049	927	952	756	1077	929	937	1095	608	627
XM_003393076.3	1036	1252	997	1203	1054	1304	2083	989	977	1350	1152	834
XM_003393111.3	11	7	7	3	5	13	9	7	9	8	3	2
XR_001098757.2	1	6	3	3	1	2	2	6	1	4	0	2
XM_012309094.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309086.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393079.3	0	0	0	1	1	0	1	1	0	0	1	0
XM_003393080.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309068.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308931.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868386.1	192	278	227	215	223	253	263	192	266	212	161	212
XM_012309109.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309125.2	833	549	595	513	487	491	616	546	467	590	344	380
XM_012309132.2	111	120	122	101	97	79	98	67	92	93	57	72
XR_002307881.1	52	17	37	36	35	48	54	21	36	21	21	26
XM_003393081.3	3626	6275	5926	3466	2709	6788	5238	2555	2722	5083	5995	3553
XM_003393082.3	308	718	427	602	417	482	516	474	402	402	459	418
XM_020868669.1	2745	2241	2449	1785	1822	2082	1890	2139	1901	1960	1315	1589
XM_012309150.2	748	1029	760	711	688	739	774	646	638	694	614	672
XM_012309188.2	5605	6631	5286	5651	5117	6657	5643	5106	5474	3533	5069	5125
XM_020868671.1	112	133	119	98	75	91	120	101	84	124	79	121
XM_020863818.1	8	6	0	0	2	5	3	2	0	2	1	1
XM_012309203.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866641.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309222.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393088.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866725.1	2	6	2	3	4	4	5	2	1	2	0	5
XM_012309251.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309243.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393090.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309264.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309259.2	33	11	22	16	15	18	23	15	22	12	6	20
XM_020865200.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309272.2	0	2	0	1	1	5	4	1	7	1	2	1
XM_003393093.3	2246	2331	2295	1902	1596	1876	2185	1976	1715	1626	1386	1867
XM_012309319.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309312.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309325.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865206.1	300	422	324	252	211	318	267	223	258	287	241	239
XM_012309289.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393092.3	13	32	33	24	22	21	26	9	23	11	11	16
XM_020865197.1	42	39	33	12	15	14	23	27	14	14	5	23
XM_012309340.2	662	619	641	489	488	414	515	507	401	475	331	389
XR_002308916.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868286.1	2	1	3	5	2	1	2	2	1	6	2	1
XM_003393094.3	0	0	0	0	0	1	0	0	1	0	0	0
XM_020868304.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868323.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309349.2	3	3	0	2	2	1	1	0	2	2	1	1
XM_012309358.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393097.3	1	2	1	1	3	2	0	1	3	0	1	0
XM_012309365.2	39	37	37	41	29	25	17	16	29	30	23	22
XM_003393116.3	26	52	41	43	36	50	41	24	31	29	21	21
XR_001098783.2	299	524	403	339	228	367	485	224	377	308	286	425
XM_012309526.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309533.2	1	0	0	2	1	0	0	0	0	0	0	0
XM_012309544.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309539.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862625.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001098784.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309516.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309496.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309511.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309503.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863858.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863857.1	37	66	61	66	52	71	94	53	27	25	31	59
XM_012309552.2	14	22	13	15	18	14	18	20	6	9	10	16
XM_020863863.1	0	0	0	0	0	0	1	0	0	0	0	0
XM_020863873.1	0	3	1	1	3	2	0	4	0	0	0	0
XM_020863859.1	54	77	53	55	73	55	74	73	42	23	25	57
XM_020863869.1	3	1	6	0	4	6	6	4	2	3	2	5
XM_020863871.1	0	0	0	0	0	0	1	0	0	0	0	0
XM_020863865.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863876.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863861.1	0	0	1	2	0	2	0	1	0	3	0	2
XR_002307927.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863890.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863899.1	0	0	0	0	0	0	0	2	0	0	0	0
XM_020863898.1	4	4	1	1	2	2	4	3	0	1	3	1
XM_020863893.1	3	1	0	2	0	0	0	0	0	1	0	0
XM_020863901.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393208.3	8406	8471	5668	4484	6039	4873	5355	4627	11141	4781	3195	4401
XM_003393159.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309585.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863909.1	741	1847	1148	1119	1045	1611	1098	853	866	558	1145	1417
XM_003393218.3	28583	52473	19419	8473	16173	15186	3849	24488	42437	6941	3797	26171
XM_003393138.3	30387	20378	12870	36252	29139	12131	40933	41319	70863	24307	18328	8865
XM_003393147.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863886.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002307943.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002307941.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002307942.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863920.1	0	0	0	1	0	0	0	0	0	0	0	0
XM_012309608.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393188.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309618.2	464	161	147	54	275	174	288	376	59	65	128	167
XM_003393193.3	1	2	4	1	1	2	0	0	0	0	0	1
XM_003393194.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863959.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863937.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863976.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863942.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863973.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863979.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863977.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863965.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863940.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863969.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863956.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863933.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309643.2	72	32	46	21	34	41	45	24	18	13	29	19
XM_020863951.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863949.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863947.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020863944.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864669.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393195.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864676.1	0	0	0	1	0	0	0	0	0	0	1	0
XR_002308048.1	7	13	11	14	15	10	5	15	22	14	14	8
XR_002308049.1	9	9	6	11	9	7	2	4	6	2	5	7
XM_012309673.2	765	971	904	808	720	824	1011	747	655	580	688	681
XM_012309662.2	0	0	1	1	2	0	0	1	0	0	0	0
XM_020864715.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864660.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864644.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864663.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393197.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864661.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864646.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864658.1	6	0	0	0	0	0	0	2	1	0	0	0
XM_020864650.1	3	0	4	8	0	3	6	0	0	2	0	1
XM_020864666.1	0	0	1	0	0	0	0	0	0	0	0	0
XM_020864638.1	652	552	389	378	488	481	568	479	339	319	326	380
XM_020864763.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393199.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393198.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864757.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309747.2	14	5	4	3	6	5	0	6	1	4	3	3
XM_003393200.3	15	27	10	10	25	14	14	17	11	11	12	17
XM_020864733.1	3	0	0	1	2	1	1	1	2	0	2	1
XM_020864746.1	0	0	0	0	1	1	0	0	0	0	1	0
XM_003393201.3	0	1	1	1	3	2	2	1	4	1	0	1
XM_012309763.2	1	0	0	0	1	1	10	1	1	2	1	0
XM_003393202.3	94	84	81	84	80	88	93	69	101	100	49	66
XM_020864795.1	33	49	49	35	25	17	23	25	34	43	23	25
XM_012309885.1	3	2	0	2	1	4	7	4	0	0	1	2
XM_012309878.2	2	0	1	1	0	2	1	2	0	0	2	2
XM_012309865.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864792.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309871.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309789.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393203.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393207.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309820.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309828.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393206.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309837.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309813.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309805.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393204.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309895.2	469	305	290	219	212	177	249	271	198	275	148	191
XM_020864816.1	1873	1626	1848	1635	1595	1704	2374	1944	1555	1164	1202	1360
XM_003393211.3	1467	1516	1053	1186	1336	1449	1939	1459	1228	1543	1363	1023
XM_003393212.3	337	319	225	242	220	255	234	212	220	215	223	250
XM_012309965.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865227.1	5	1	0	3	3	4	1	5	1	1	0	0
XM_012309950.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012309972.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393213.3	0	0	0	0	0	0	0	0	0	0	0	0
XR_001098821.2	142	403	105	151	121	167	52	57	109	26	40	120
XM_012309929.2	61	68	41	29	40	30	25	50	39	15	22	41
XM_003393214.3	0	0	1	0	0	0	0	0	0	0	0	1
XM_012309992.2	0	3	0	0	0	0	0	0	0	0	0	0
XM_012310021.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012310014.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393215.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393179.3	1472	1377	1187	1075	1267	1390	1786	1553	1188	969	1014	1039
XM_012310025.2	545	1050	684	849	713	848	841	624	760	603	775	716
XM_012310048.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393216.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012310052.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393219.3	719	1851	944	1381	931	1207	1397	1163	1034	891	1160	1172
XR_002308925.1	438	1036	608	902	606	751	816	657	671	524	590	716
